,match_id,event_id,team_color,possession_id,player_pos,start_loc,end_loc,text,outcome
53,15946,53,c,3,RM,"(86.9, 65.0)","(None, None)","Start position: (86.9, 65.0) | Time: 00:01:08.173 | Phase: Regular Play | Event: Ball Receipt* | Outcome: Incomplete",Incomplete
54,15946,54,m,4,LCB,"(97.5, 59.3)","(97.9, 62.3)","Start position: (97.5, 59.3), End Position: (97.9, 62.3) | Time: 00:01:08.173 | Phase: Regular Play | Event: Pass",
55,15946,55,m,4,LB,"(97.9, 62.3)","(None, None)","Start position: (97.9, 62.3) | Time: 00:01:08.361 | Phase: Regular Play | Event: Ball Receipt*",
56,15946,56,m,4,LB,"(97.9, 62.3)","(117.4, 75.6)","Start position: (97.9, 62.3), End Position: (117.4, 75.6) | Time: 00:01:08.361 | Phase: Regular Play | Event: Carry",
57,15946,57,m,4,LB,"(117.4, 75.6)","(91.5, 74.9)","Start position: (117.4, 75.6), End Position: (91.5, 74.9) | Time: 00:01:12.516 | Phase: Regular Play | Event: Pass",
58,15946,58,m,4,LM,"(91.5, 74.9)","(None, None)","Start position: (91.5, 74.9) | Time: 00:01:14.159 | Phase: Regular Play | Event: Ball Receipt*",
59,15946,59,m,4,LM,"(91.5, 74.9)","(91.5, 74.9)","Start position: (91.5, 74.9), End Position: (91.5, 74.9) | Time: 00:01:14.159 | Phase: Regular Play | Event: Carry",
60,15946,60,m,4,LM,"(91.5, 74.9)","(None, None)","Start position: (91.5, 74.9) | Time: 00:01:14.513 | Phase: Regular Play | Event: Miscontrol",
61,15946,61,c,5,RDM,"(79.0, 74.4)","(61.4, 46.1)","Start position: (79.0, 74.4), End Position: (61.4, 46.1) | Time: 00:01:16.595 | Phase: Regular Play | Event: Pass",
62,15946,62,c,5,LCB,"(61.4, 46.1)","(None, None)","Start position: (61.4, 46.1) | Time: 00:01:18.378 | Phase: Regular Play | Event: Ball Receipt*",
63,15946,63,c,5,LCB,"(61.4, 46.1)","(64.4, 31.6)","Start position: (61.4, 46.1), End Position: (64.4, 31.6) | Time: 00:01:18.378 | Phase: Regular Play | Event: Carry",
64,15946,64,c,5,LCB,"(64.4, 31.6)","(84.3, 6.4)","Start position: (64.4, 31.6), End Position: (84.3, 6.4) | Time: 00:01:21.175 | Phase: Regular Play | Event: Pass",
65,15946,65,c,5,LB,"(84.3, 6.4)","(None, None)","Start position: (84.3, 6.4) | Time: 00:01:22.681 | Phase: Regular Play | Event: Ball Receipt*",
66,15946,66,c,5,LB,"(84.3, 6.4)","(81.6, 16.4)","Start position: (84.3, 6.4), End Position: (81.6, 16.4) | Time: 00:01:22.681 | Phase: Regular Play | Event: Carry",
67,15946,67,c,5,LB,"(81.6, 16.4)","(90.1, 19.8)","Start position: (81.6, 16.4), End Position: (90.1, 19.8) | Time: 00:01:23.892 | Phase: Regular Play | Event: Pass",
68,15946,68,c,5,LM,"(90.1, 19.8)","(None, None)","Start position: (90.1, 19.8) | Time: 00:01:24.670 | Phase: Regular Play | Event: Ball Receipt*",
69,15946,69,c,5,LM,"(90.1, 19.8)","(83.7, 2.9)","Start position: (90.1, 19.8), End Position: (83.7, 2.9) | Time: 00:01:24.670 | Phase: Regular Play | Event: Carry",
70,15946,70,c,5,LM,"(83.7, 2.9)","(67.9, 9.6)","Start position: (83.7, 2.9), End Position: (67.9, 9.6) | Time: 00:01:28.425 | Phase: Regular Play | Event: Pass",
71,15946,71,c,5,LDM,"(67.9, 9.6)","(None, None)","Start position: (67.9, 9.6) | Time: 00:01:29.830 | Phase: Regular Play | Event: Ball Receipt*",
72,15946,72,c,5,LDM,"(67.9, 9.6)","(69.6, 12.8)","Start position: (67.9, 9.6), End Position: (69.6, 12.8) | Time: 00:01:29.830 | Phase: Regular Play | Event: Carry",
73,15946,73,c,5,LDM,"(69.6, 12.8)","(77.5, 24.1)","Start position: (69.6, 12.8), End Position: (77.5, 24.1) | Time: 00:01:31.797 | Phase: Regular Play | Event: Pass",
74,15946,74,c,5,RDM,"(77.5, 24.1)","(None, None)","Start position: (77.5, 24.1) | Time: 00:01:32.620 | Phase: Regular Play | Event: Ball Receipt*",
75,15946,75,c,5,RDM,"(77.5, 24.1)","(78.1, 26.9)","Start position: (77.5, 24.1), End Position: (78.1, 26.9) | Time: 00:01:32.620 | Phase: Regular Play | Event: Carry",
76,15946,76,c,5,RDM,"(78.1, 26.9)","(64.4, 27.5)","Start position: (78.1, 26.9), End Position: (64.4, 27.5) | Time: 00:01:32.660 | Phase: Regular Play | Event: Pass",
77,15946,77,c,5,LCB,"(64.4, 27.5)","(None, None)","Start position: (64.4, 27.5) | Time: 00:01:33.624 | Phase: Regular Play | Event: Ball Receipt*",
78,15946,78,c,5,LCB,"(64.4, 27.5)","(63.4, 30.9)","Start position: (64.4, 27.5), End Position: (63.4, 30.9) | Time: 00:01:33.624 | Phase: Regular Play | Event: Carry",
79,15946,79,c,5,LCB,"(63.4, 30.9)","(67.9, 19.2)","Start position: (63.4, 30.9), End Position: (67.9, 19.2) | Time: 00:01:35.891 | Phase: Regular Play | Event: Pass",
80,15946,80,c,5,LDM,"(67.9, 19.2)","(None, None)","Start position: (67.9, 19.2) | Time: 00:01:37.015 | Phase: Regular Play | Event: Ball Receipt*",
81,15946,81,c,5,LDM,"(67.9, 19.2)","(69.8, 18.3)","Start position: (67.9, 19.2), End Position: (69.8, 18.3) | Time: 00:01:37.015 | Phase: Regular Play | Event: Carry",
82,15946,82,c,5,LDM,"(69.8, 18.3)","(85.8, 2.5)","Start position: (69.8, 18.3), End Position: (85.8, 2.5) | Time: 00:01:37.930 | Phase: Regular Play | Event: Pass",
83,15946,83,c,5,LB,"(85.8, 2.5)","(None, None)","Start position: (85.8, 2.5) | Time: 00:01:39.481 | Phase: Regular Play | Event: Ball Receipt*",
84,15946,84,c,5,LB,"(85.8, 2.5)","(90.8, 5.7)","Start position: (85.8, 2.5), End Position: (90.8, 5.7) | Time: 00:01:39.481 | Phase: Regular Play | Event: Pass | Outcome: Incomplete",Incomplete
85,15946,85,m,5,RB,"(90.7, 5.6)","(None, None)","Start position: (90.7, 5.6) | Time: 00:01:39.835 | Phase: Regular Play | Event: Interception | Outcome: Lost Out",Lost Out
86,15946,86,c,6,LB,"(81.8, 0.1)","(70.2, 9.6)","Start position: (81.8, 0.1), End Position: (70.2, 9.6) | Time: 00:01:47.699 | Phase: From Throw In | Event: Pass",
87,15946,87,c,6,LDM,"(70.2, 9.6)","(None, None)","Start position: (70.2, 9.6) | Time: 00:01:48.881 | Phase: From Throw In | Event: Ball Receipt*",
88,15946,88,c,6,LDM,"(70.4, 12.6)","(62.7, 42.5)","Start position: (70.4, 12.6), End Position: (62.7, 42.5) | Time: 00:01:49.416 | Phase: From Throw In | Event: Pass",
89,15946,89,c,6,RCB,"(62.7, 42.5)","(None, None)","Start position: (62.7, 42.5) | Time: 00:01:51.833 | Phase: From Throw In | Event: Ball Receipt*",
90,15946,90,c,6,RCB,"(62.7, 42.5)","(64.9, 53.4)","Start position: (62.7, 42.5), End Position: (64.9, 53.4) | Time: 00:01:51.833 | Phase: From Throw In | Event: Carry",
91,15946,91,c,6,RCB,"(64.9, 53.4)","(69.8, 69.5)","Start position: (64.9, 53.4), End Position: (69.8, 69.5) | Time: 00:01:53.201 | Phase: From Throw In | Event: Pass",
92,15946,92,c,6,RB,"(69.8, 69.5)","(None, None)","Start position: (69.8, 69.5) | Time: 00:01:54.400 | Phase: From Throw In | Event: Ball Receipt*",
93,15946,93,c,6,RB,"(69.8, 69.5)","(70.9, 70.5)","Start position: (69.8, 69.5), End Position: (70.9, 70.5) | Time: 00:01:54.400 | Phase: From Throw In | Event: Carry",
94,15946,94,c,6,RB,"(70.9, 70.5)","(76.9, 74.6)","Start position: (70.9, 70.5), End Position: (76.9, 74.6) | Time: 00:01:55.106 | Phase: From Throw In | Event: Pass",
95,15946,95,c,6,LCF,"(76.9, 74.6)","(None, None)","Start position: (76.9, 74.6) | Time: 00:01:55.674 | Phase: From Throw In | Event: Ball Receipt*",
96,15946,96,c,6,LCF,"(76.9, 74.6)","(78.6, 66.9)","Start position: (76.9, 74.6), End Position: (78.6, 66.9) | Time: 00:01:55.674 | Phase: From Throw In | Event: Pass",
97,15946,97,c,6,RB,"(78.6, 66.9)","(None, None)","Start position: (78.6, 66.9) | Time: 00:01:56.801 | Phase: From Throw In | Event: Ball Receipt*",
98,15946,98,c,6,RB,"(78.6, 66.9)","(78.6, 68.6)","Start position: (78.6, 66.9), End Position: (78.6, 68.6) | Time: 00:01:56.801 | Phase: From Throw In | Event: Carry",
99,15946,99,c,6,RB,"(78.6, 68.6)","(71.7, 67.7)","Start position: (78.6, 68.6), End Position: (71.7, 67.7) | Time: 00:01:57.223 | Phase: From Throw In | Event: Pass",
100,15946,100,c,6,RM,"(71.7, 67.7)","(None, None)","Start position: (71.7, 67.7) | Time: 00:01:58.007 | Phase: From Throw In | Event: Ball Receipt*",
101,15946,101,c,6,RM,"(71.1, 68.2)","(76.9, 76.1)","Start position: (71.1, 68.2), End Position: (76.9, 76.1) | Time: 00:01:58.007 | Phase: From Throw In | Event: Pass",
102,15946,102,c,6,LCF,"(76.9, 76.1)","(None, None)","Start position: (76.9, 76.1) | Time: 00:01:59.029 | Phase: From Throw In | Event: Ball Receipt*",
103,15946,103,c,6,LCF,"(76.9, 76.1)","(73.9, 69.5)","Start position: (76.9, 76.1), End Position: (73.9, 69.5) | Time: 00:01:59.029 | Phase: From Throw In | Event: Carry",
104,15946,104,c,6,LCF,"(73.9, 69.5)","(61.0, 32.0)","Start position: (73.9, 69.5), End Position: (61.0, 32.0) | Time: 00:02:00.850 | Phase: From Throw In | Event: Pass",
105,15946,105,c,6,LCB,"(61.0, 32.0)","(None, None)","Start position: (61.0, 32.0) | Time: 00:02:03.142 | Phase: From Throw In | Event: Ball Receipt*",
106,15946,106,c,6,LCB,"(61.0, 32.0)","(68.7, 23.9)","Start position: (61.0, 32.0), End Position: (68.7, 23.9) | Time: 00:02:03.142 | Phase: From Throw In | Event: Carry",
107,15946,107,c,6,LCB,"(68.7, 23.9)","(72.4, 25.6)","Start position: (68.7, 23.9), End Position: (72.4, 25.6) | Time: 00:02:06.030 | Phase: From Throw In | Event: Pass | Outcome: Incomplete",Incomplete
108,15946,108,c,6,LDM,"(77.5, 28.6)","(None, None)","Start position: (77.5, 28.6) | Time: 00:02:06.389 | Phase: From Throw In | Event: Ball Receipt* | Outcome: Incomplete",Incomplete
109,15946,109,m,6,RCM,"(72.3, 25.5)","(None, None)","Start position: (72.3, 25.5) | Time: 00:02:06.389 | Phase: From Throw In | Event: Interception | Outcome: Success In Play",Success In Play
110,15946,110,m,6,CF,"(74.6, 30.8)","(None, None)","Start position: (74.6, 30.8) | Time: 00:02:07.457 | Phase: From Throw In | Event: Ball Recovery",
111,15946,111,c,6,RDM,"(77.5, 28.2)","(69.4, 23.0)","Start position: (77.5, 28.2), End Position: (69.4, 23.0) | Time: 00:02:08.284 | Phase: From Throw In | Event: Pass | Outcome: Incomplete",Incomplete
112,15946,112,c,6,LDM,"(73.0, 27.1)","(None, None)","Start position: (73.0, 27.1) | Time: 00:02:10.128 | Phase: From Throw In | Event: Ball Receipt* | Outcome: Incomplete",Incomplete
113,15946,113,m,6,RM,"(69.3, 22.9)","(64.1, 32.1)","Start position: (69.3, 22.9), End Position: (64.1, 32.1) | Time: 00:02:10.128 | Phase: From Throw In | Event: Pass",
114,15946,114,m,6,RCM,"(64.1, 32.1)","(None, None)","Start position: (64.1, 32.1) | Time: 00:02:10.779 | Phase: From Throw In | Event: Ball Receipt*",
115,15946,115,m,6,RCM,"(64.8, 31.1)","(37.6, 6.3)","Start position: (64.8, 31.1), End Position: (37.6, 6.3) | Time: 00:02:10.779 | Phase: From Throw In | Event: Pass | Outcome: Incomplete",Incomplete
116,15946,116,m,6,RM,"(56.6, 19.1)","(None, None)","Start position: (56.6, 19.1) | Time: 00:02:14.285 | Phase: From Throw In | Event: Ball Receipt* | Outcome: Incomplete",Incomplete
117,15946,117,c,6,LB,"(37.7, 6.4)","(13.1, 26.5)","Start position: (37.7, 6.4), End Position: (13.1, 26.5) | Time: 00:02:14.285 | Phase: From Throw In | Event: Pass",
118,15946,118,c,6,G,"(13.1, 26.5)","(None, None)","Start position: (13.1, 26.5) | Time: 00:02:17.086 | Phase: From Throw In | Event: Ball Receipt*",
119,15946,119,c,6,G,"(12.7, 28.6)","(24.9, 39.7)","Start position: (12.7, 28.6), End Position: (24.9, 39.7) | Time: 00:02:17.086 | Phase: From Throw In | Event: Pass",
120,15946,120,c,6,RCB,"(24.9, 39.7)","(None, None)","Start position: (24.9, 39.7) | Time: 00:02:18.733 | Phase: From Throw In | Event: Ball Receipt*",
121,15946,121,c,6,RCB,"(24.9, 39.7)","(31.1, 39.9)","Start position: (24.9, 39.7), End Position: (31.1, 39.9) | Time: 00:02:18.733 | Phase: From Throw In | Event: Carry",
122,15946,122,c,6,RCB,"(31.1, 39.9)","(42.0, 27.3)","Start position: (31.1, 39.9), End Position: (42.0, 27.3) | Time: 00:02:20.166 | Phase: From Throw In | Event: Pass",
123,15946,123,c,6,LDM,"(42.0, 27.3)","(None, None)","Start position: (42.0, 27.3) | Time: 00:02:21.953 | Phase: From Throw In | Event: Ball Receipt*",
124,15946,124,c,6,LDM,"(42.0, 27.3)","(50.3, 27.1)","Start position: (42.0, 27.3), End Position: (50.3, 27.1) | Time: 00:02:21.953 | Phase: From Throw In | Event: Carry",
125,15946,125,c,6,LDM,"(50.3, 27.1)","(111.5, 52.9)","Start position: (50.3, 27.1), End Position: (111.5, 52.9) | Time: 00:02:24.528 | Phase: From Throw In | Event: Pass",
126,15946,126,c,6,LCF,"(111.5, 52.9)","(None, None)","Start position: (111.5, 52.9) | Time: 00:02:27.601 | Phase: From Throw In | Event: Ball Receipt*",
127,15946,127,c,6,LCF,"(111.5, 52.9)","(120.0, 34.1)","Start position: (111.5, 52.9), End Position: (120.0, 34.1) | Time: 00:02:29.477 | Phase: From Throw In | Event: Shot",
128,15946,128,m,6,G,"(116.4, 45.5)","(None, None)","Start position: (116.4, 45.5) | Time: 00:02:30.553 | Phase: From Throw In | Event: Goal Keeper | Type: Shot Faced",
129,15946,129,m,7,G,"(113.0, 35.9)","(39.7, 0.0)","Start position: (113.0, 35.9), End Position: (39.7, 0.0) | Time: 00:02:56.953 | Phase: From Goal Kick | Event: Pass | Outcome: Out",Out
130,15946,130,c,8,LB,"(40.1, 0.1)","(39.8, 6.6)","Start position: (40.1, 0.1), End Position: (39.8, 6.6) | Time: 00:03:08.784 | Phase: From Throw In | Event: Pass",
131,15946,131,c,8,RDM,"(39.8, 6.6)","(None, None)","Start position: (39.8, 6.6) | Time: 00:03:09.385 | Phase: From Throw In | Event: Ball Receipt*",
132,15946,132,c,8,RDM,"(38.8, 13.6)","(49.0, 65.2)","Start position: (38.8, 13.6), End Position: (49.0, 65.2) | Time: 00:03:10.173 | Phase: From Throw In | Event: Pass",
133,15946,133,c,8,RB,"(49.0, 65.2)","(None, None)","Start position: (49.0, 65.2) | Time: 00:03:12.994 | Phase: From Throw In | Event: Ball Receipt*",
134,15946,134,c,8,RB,"(49.0, 65.2)","(54.6, 64.1)","Start position: (49.0, 65.2), End Position: (54.6, 64.1) | Time: 00:03:12.994 | Phase: From Throw In | Event: Carry",
135,15946,135,c,8,RB,"(54.6, 64.1)","(53.5, 53.6)","Start position: (54.6, 64.1), End Position: (53.5, 53.6) | Time: 00:03:15.026 | Phase: From Throw In | Event: Pass",
136,15946,136,c,8,RM,"(53.5, 53.6)","(None, None)","Start position: (53.5, 53.6) | Time: 00:03:15.898 | Phase: From Throw In | Event: Ball Receipt*",
137,15946,137,c,8,RM,"(53.5, 53.6)","(52.9, 52.1)","Start position: (53.5, 53.6), End Position: (52.9, 52.1) | Time: 00:03:15.898 | Phase: From Throw In | Event: Carry",
138,15946,138,c,8,RM,"(52.9, 52.1)","(55.7, 52.6)","Start position: (52.9, 52.1), End Position: (55.7, 52.6) | Time: 00:03:16.708 | Phase: From Throw In | Event: Pass | Outcome: Incomplete",Incomplete
139,15946,139,c,8,LCF,"(63.6, 52.8)","(None, None)","Start position: (63.6, 52.8) | Time: 00:03:16.945 | Phase: From Throw In | Event: Ball Receipt* | Outcome: Incomplete",Incomplete
140,15946,140,c,8,RDM,"(54.0, 37.4)","(None, None)","Start position: (54.0, 37.4) | Time: 00:03:18.266 | Phase: From Throw In | Event: Ball Recovery",
141,15946,141,c,8,RDM,"(54.0, 37.4)","(51.2, 41.9)","Start position: (54.0, 37.4), End Position: (51.2, 41.9) | Time: 00:03:18.266 | Phase: From Throw In | Event: Carry",
142,15946,142,c,8,RDM,"(51.2, 41.9)","(48.8, 51.9)","Start position: (51.2, 41.9), End Position: (48.8, 51.9) | Time: 00:03:21.585 | Phase: From Throw In | Event: Pass",
143,15946,143,c,8,RCB,"(48.8, 51.9)","(None, None)","Start position: (48.8, 51.9) | Time: 00:03:22.865 | Phase: From Throw In | Event: Ball Receipt*",
144,15946,144,c,8,RCB,"(48.8, 51.9)","(50.1, 51.3)","Start position: (48.8, 51.9), End Position: (50.1, 51.3) | Time: 00:03:22.865 | Phase: From Throw In | Event: Carry",
145,15946,145,c,8,RCB,"(50.1, 51.3)","(48.2, 25.8)","Start position: (50.1, 51.3), End Position: (48.2, 25.8) | Time: 00:03:23.896 | Phase: From Throw In | Event: Pass",
146,15946,146,c,8,LCB,"(48.2, 25.8)","(None, None)","Start position: (48.2, 25.8) | Time: 00:03:26.291 | Phase: From Throw In | Event: Ball Receipt*",
147,15946,147,c,8,LCB,"(48.2, 25.8)","(52.5, 21.5)","Start position: (48.2, 25.8), End Position: (52.5, 21.5) | Time: 00:03:26.291 | Phase: From Throw In | Event: Carry",
