,match_id,event_id,possession_id,text
14,15946,14,3,"Start position: (90.0, 11.4) | Time: 00:00:16.356 | Phase: Regular Play | Event: Ball Recovery"
15,15946,15,3,"Start position: (90.0, 11.4), End Position: (84.2, 10.3) | Time: 00:00:16.356 | Phase: Regular Play | Event: Carry"
16,15946,16,3,"Start position: (84.2, 10.3), End Position: (13.6, 24.2) | Time: 00:00:25.125 | Phase: Regular Play | Event: Pass | Outcome: Incomplete"
17,15946,17,3,"Start position: (13.7, 24.3) | Time: 00:00:29.278 | Phase: Regular Play | Event: Ball Recovery"
18,15946,18,3,"Start position: (13.7, 24.3), End Position: (13.5, 28.0) | Time: 00:00:29.278 | Phase: Regular Play | Event: Carry"
19,15946,19,3,"Start position: (13.5, 28.0), End Position: (22.5, 42.5) | Time: 00:00:30.460 | Phase: Regular Play | Event: Pass"
20,15946,20,3,"Start position: (22.5, 42.5) | Time: 00:00:31.761 | Phase: Regular Play | Event: Ball Receipt*"
21,15946,21,3,"Start position: (22.5, 42.5), End Position: (33.0, 48.3) | Time: 00:00:31.761 | Phase: Regular Play | Event: Carry"
22,15946,22,3,"Start position: (33.0, 48.3), End Position: (45.2, 65.0) | Time: 00:00:35.161 | Phase: Regular Play | Event: Pass"
23,15946,23,3,"Start position: (45.2, 65.0) | Time: 00:00:36.418 | Phase: Regular Play | Event: Ball Receipt*"
24,15946,24,3,"Start position: (45.2, 65.0), End Position: (48.8, 67.1) | Time: 00:00:36.418 | Phase: Regular Play | Event: Carry"
25,15946,25,3,"Start position: (48.8, 67.1), End Position: (54.8, 61.8) | Time: 00:00:37.805 | Phase: Regular Play | Event: Pass"
26,15946,26,3,"Start position: (54.8, 61.8) | Time: 00:00:38.521 | Phase: Regular Play | Event: Ball Receipt*"
27,15946,27,3,"Start position: (54.8, 61.8), End Position: (54.8, 61.8) | Time: 00:00:38.521 | Phase: Regular Play | Event: Carry"
28,15946,28,3,"Start position: (54.8, 61.8), End Position: (49.7, 65.0) | Time: 00:00:38.601 | Phase: Regular Play | Event: Pass"
29,15946,29,3,"Start position: (49.7, 65.0) | Time: 00:00:39.525 | Phase: Regular Play | Event: Ball Receipt*"
30,15946,30,3,"Start position: (49.7, 65.0), End Position: (49.3, 62.8) | Time: 00:00:39.525 | Phase: Regular Play | Event: Carry"
31,15946,31,3,"Start position: (49.3, 62.8), End Position: (36.6, 33.3) | Time: 00:00:40.329 | Phase: Regular Play | Event: Pass"
32,15946,32,3,"Start position: (36.6, 33.3) | Time: 00:00:42.195 | Phase: Regular Play | Event: Ball Receipt*"
33,15946,33,3,"Start position: (36.6, 33.3), End Position: (44.8, 24.5) | Time: 00:00:42.195 | Phase: Regular Play | Event: Carry"
34,15946,34,3,"Start position: (44.8, 24.5), End Position: (54.6, 4.4) | Time: 00:00:44.358 | Phase: Regular Play | Event: Pass"
35,15946,35,3,"Start position: (54.6, 4.4) | Time: 00:00:45.652 | Phase: Regular Play | Event: Ball Receipt*"
36,15946,36,3,"Start position: (54.6, 4.4), End Position: (53.3, 6.6) | Time: 00:00:45.652 | Phase: Regular Play | Event: Carry"
37,15946,37,3,"Start position: (53.3, 6.6), End Position: (54.6, 11.9) | Time: 00:00:46.978 | Phase: Regular Play | Event: Pass"
38,15946,38,3,"Start position: (54.6, 11.9) | Time: 00:00:47.649 | Phase: Regular Play | Event: Ball Receipt*"
39,15946,39,3,"Start position: (54.6, 11.9), End Position: (52.7, 16.0) | Time: 00:00:47.649 | Phase: Regular Play | Event: Carry"
40,15946,40,3,"Start position: (52.7, 16.0), End Position: (51.2, 54.3) | Time: 00:00:49.540 | Phase: Regular Play | Event: Pass"
41,15946,41,3,"Start position: (51.2, 54.3) | Time: 00:00:52.706 | Phase: Regular Play | Event: Ball Receipt*"
42,15946,42,3,"Start position: (51.2, 54.3), End Position: (55.5, 55.3) | Time: 00:00:52.706 | Phase: Regular Play | Event: Carry"
43,15946,43,3,"Start position: (55.5, 55.3), End Position: (54.6, 33.3) | Time: 00:00:54.628 | Phase: Regular Play | Event: Pass"
44,15946,44,3,"Start position: (54.6, 33.3) | Time: 00:00:56.092 | Phase: Regular Play | Event: Ball Receipt*"
45,15946,45,3,"Start position: (54.6, 33.3), End Position: (62.3, 26.0) | Time: 00:00:56.092 | Phase: Regular Play | Event: Carry"
46,15946,46,3,"Start position: (62.3, 26.0), End Position: (62.9, 44.6) | Time: 00:01:00.375 | Phase: Regular Play | Event: Pass"
47,15946,47,3,"Start position: (62.9, 44.6) | Time: 00:01:02.186 | Phase: Regular Play | Event: Ball Receipt*"
48,15946,48,3,"Start position: (62.9, 44.6), End Position: (65.9, 52.1) | Time: 00:01:02.186 | Phase: Regular Play | Event: Carry"
49,15946,49,3,"Start position: (65.9, 52.1), End Position: (76.9, 73.9) | Time: 00:01:04.026 | Phase: Regular Play | Event: Pass"
50,15946,50,3,"Start position: (76.9, 73.9) | Time: 00:01:05.412 | Phase: Regular Play | Event: Ball Receipt*"
51,15946,51,3,"Start position: (76.9, 73.9), End Position: (77.3, 74.2) | Time: 00:01:05.412 | Phase: Regular Play | Event: Carry"
52,15946,52,3,"Start position: (77.3, 74.2), End Position: (97.6, 59.4) | Time: 00:01:06.639 | Phase: Regular Play | Event: Pass | Outcome: Incomplete"
53,15946,53,3,"Start position: (86.9, 65.0) | Time: 00:01:08.173 | Phase: Regular Play | Event: Ball Receipt* | Outcome: Incomplete"
54,15946,54,4,"Start position: (97.5, 59.3), End Position: (97.9, 62.3) | Time: 00:01:08.173 | Phase: Regular Play | Event: Pass"
55,15946,55,4,"Start position: (97.9, 62.3) | Time: 00:01:08.361 | Phase: Regular Play | Event: Ball Receipt*"
56,15946,56,4,"Start position: (97.9, 62.3), End Position: (117.4, 75.6) | Time: 00:01:08.361 | Phase: Regular Play | Event: Carry"
57,15946,57,4,"Start position: (117.4, 75.6), End Position: (91.5, 74.9) | Time: 00:01:12.516 | Phase: Regular Play | Event: Pass"
58,15946,58,4,"Start position: (91.5, 74.9) | Time: 00:01:14.159 | Phase: Regular Play | Event: Ball Receipt*"
59,15946,59,4,"Start position: (91.5, 74.9), End Position: (91.5, 74.9) | Time: 00:01:14.159 | Phase: Regular Play | Event: Carry"
60,15946,60,4,"Start position: (91.5, 74.9) | Time: 00:01:14.513 | Phase: Regular Play | Event: Miscontrol"
61,15946,61,5,"Start position: (79.0, 74.4), End Position: (61.4, 46.1) | Time: 00:01:16.595 | Phase: Regular Play | Event: Pass"
62,15946,62,5,"Start position: (61.4, 46.1) | Time: 00:01:18.378 | Phase: Regular Play | Event: Ball Receipt*"
63,15946,63,5,"Start position: (61.4, 46.1), End Position: (64.4, 31.6) | Time: 00:01:18.378 | Phase: Regular Play | Event: Carry"
64,15946,64,5,"Start position: (64.4, 31.6), End Position: (84.3, 6.4) | Time: 00:01:21.175 | Phase: Regular Play | Event: Pass"
65,15946,65,5,"Start position: (84.3, 6.4) | Time: 00:01:22.681 | Phase: Regular Play | Event: Ball Receipt*"
66,15946,66,5,"Start position: (84.3, 6.4), End Position: (81.6, 16.4) | Time: 00:01:22.681 | Phase: Regular Play | Event: Carry"
67,15946,67,5,"Start position: (81.6, 16.4), End Position: (90.1, 19.8) | Time: 00:01:23.892 | Phase: Regular Play | Event: Pass"
68,15946,68,5,"Start position: (90.1, 19.8) | Time: 00:01:24.670 | Phase: Regular Play | Event: Ball Receipt*"
69,15946,69,5,"Start position: (90.1, 19.8), End Position: (83.7, 2.9) | Time: 00:01:24.670 | Phase: Regular Play | Event: Carry"
70,15946,70,5,"Start position: (83.7, 2.9), End Position: (67.9, 9.6) | Time: 00:01:28.425 | Phase: Regular Play | Event: Pass"
71,15946,71,5,"Start position: (67.9, 9.6) | Time: 00:01:29.830 | Phase: Regular Play | Event: Ball Receipt*"
72,15946,72,5,"Start position: (67.9, 9.6), End Position: (69.6, 12.8) | Time: 00:01:29.830 | Phase: Regular Play | Event: Carry"
73,15946,73,5,"Start position: (69.6, 12.8), End Position: (77.5, 24.1) | Time: 00:01:31.797 | Phase: Regular Play | Event: Pass"
74,15946,74,5,"Start position: (77.5, 24.1) | Time: 00:01:32.620 | Phase: Regular Play | Event: Ball Receipt*"
75,15946,75,5,"Start position: (77.5, 24.1), End Position: (78.1, 26.9) | Time: 00:01:32.620 | Phase: Regular Play | Event: Carry"
76,15946,76,5,"Start position: (78.1, 26.9), End Position: (64.4, 27.5) | Time: 00:01:32.660 | Phase: Regular Play | Event: Pass"
77,15946,77,5,"Start position: (64.4, 27.5) | Time: 00:01:33.624 | Phase: Regular Play | Event: Ball Receipt*"
78,15946,78,5,"Start position: (64.4, 27.5), End Position: (63.4, 30.9) | Time: 00:01:33.624 | Phase: Regular Play | Event: Carry"
79,15946,79,5,"Start position: (63.4, 30.9), End Position: (67.9, 19.2) | Time: 00:01:35.891 | Phase: Regular Play | Event: Pass"
80,15946,80,5,"Start position: (67.9, 19.2) | Time: 00:01:37.015 | Phase: Regular Play | Event: Ball Receipt*"
81,15946,81,5,"Start position: (67.9, 19.2), End Position: (69.8, 18.3) | Time: 00:01:37.015 | Phase: Regular Play | Event: Carry"
82,15946,82,5,"Start position: (69.8, 18.3), End Position: (85.8, 2.5) | Time: 00:01:37.930 | Phase: Regular Play | Event: Pass"
83,15946,83,5,"Start position: (85.8, 2.5) | Time: 00:01:39.481 | Phase: Regular Play | Event: Ball Receipt*"
84,15946,84,5,"Start position: (85.8, 2.5), End Position: (90.8, 5.7) | Time: 00:01:39.481 | Phase: Regular Play | Event: Pass | Outcome: Incomplete"
85,15946,85,5,"Start position: (90.7, 5.6) | Time: 00:01:39.835 | Phase: Regular Play | Event: Interception | Outcome: Lost Out"
86,15946,86,6,"Start position: (81.8, 0.1), End Position: (70.2, 9.6) | Time: 00:01:47.699 | Phase: From Throw In | Event: Pass"
87,15946,87,6,"Start position: (70.2, 9.6) | Time: 00:01:48.881 | Phase: From Throw In | Event: Ball Receipt*"
88,15946,88,6,"Start position: (70.4, 12.6), End Position: (62.7, 42.5) | Time: 00:01:49.416 | Phase: From Throw In | Event: Pass"
89,15946,89,6,"Start position: (62.7, 42.5) | Time: 00:01:51.833 | Phase: From Throw In | Event: Ball Receipt*"
90,15946,90,6,"Start position: (62.7, 42.5), End Position: (64.9, 53.4) | Time: 00:01:51.833 | Phase: From Throw In | Event: Carry"
91,15946,91,6,"Start position: (64.9, 53.4), End Position: (69.8, 69.5) | Time: 00:01:53.201 | Phase: From Throw In | Event: Pass"
92,15946,92,6,"Start position: (69.8, 69.5) | Time: 00:01:54.400 | Phase: From Throw In | Event: Ball Receipt*"
93,15946,93,6,"Start position: (69.8, 69.5), End Position: (70.9, 70.5) | Time: 00:01:54.400 | Phase: From Throw In | Event: Carry"
94,15946,94,6,"Start position: (70.9, 70.5), End Position: (76.9, 74.6) | Time: 00:01:55.106 | Phase: From Throw In | Event: Pass"
95,15946,95,6,"Start position: (76.9, 74.6) | Time: 00:01:55.674 | Phase: From Throw In | Event: Ball Receipt*"
96,15946,96,6,"Start position: (76.9, 74.6), End Position: (78.6, 66.9) | Time: 00:01:55.674 | Phase: From Throw In | Event: Pass"
97,15946,97,6,"Start position: (78.6, 66.9) | Time: 00:01:56.801 | Phase: From Throw In | Event: Ball Receipt*"
98,15946,98,6,"Start position: (78.6, 66.9), End Position: (78.6, 68.6) | Time: 00:01:56.801 | Phase: From Throw In | Event: Carry"
99,15946,99,6,"Start position: (78.6, 68.6), End Position: (71.7, 67.7) | Time: 00:01:57.223 | Phase: From Throw In | Event: Pass"
100,15946,100,6,"Start position: (71.7, 67.7) | Time: 00:01:58.007 | Phase: From Throw In | Event: Ball Receipt*"
101,15946,101,6,"Start position: (71.1, 68.2), End Position: (76.9, 76.1) | Time: 00:01:58.007 | Phase: From Throw In | Event: Pass"
102,15946,102,6,"Start position: (76.9, 76.1) | Time: 00:01:59.029 | Phase: From Throw In | Event: Ball Receipt*"
103,15946,103,6,"Start position: (76.9, 76.1), End Position: (73.9, 69.5) | Time: 00:01:59.029 | Phase: From Throw In | Event: Carry"
104,15946,104,6,"Start position: (73.9, 69.5), End Position: (61.0, 32.0) | Time: 00:02:00.850 | Phase: From Throw In | Event: Pass"
105,15946,105,6,"Start position: (61.0, 32.0) | Time: 00:02:03.142 | Phase: From Throw In | Event: Ball Receipt*"
106,15946,106,6,"Start position: (61.0, 32.0), End Position: (68.7, 23.9) | Time: 00:02:03.142 | Phase: From Throw In | Event: Carry"
107,15946,107,6,"Start position: (68.7, 23.9), End Position: (72.4, 25.6) | Time: 00:02:06.030 | Phase: From Throw In | Event: Pass | Outcome: Incomplete"
108,15946,108,6,"Start position: (77.5, 28.6) | Time: 00:02:06.389 | Phase: From Throw In | Event: Ball Receipt* | Outcome: Incomplete"
109,15946,109,6,"Start position: (72.3, 25.5) | Time: 00:02:06.389 | Phase: From Throw In | Event: Interception | Outcome: Success In Play"
110,15946,110,6,"Start position: (74.6, 30.8) | Time: 00:02:07.457 | Phase: From Throw In | Event: Ball Recovery"
111,15946,111,6,"Start position: (77.5, 28.2), End Position: (69.4, 23.0) | Time: 00:02:08.284 | Phase: From Throw In | Event: Pass | Outcome: Incomplete"
112,15946,112,6,"Start position: (73.0, 27.1) | Time: 00:02:10.128 | Phase: From Throw In | Event: Ball Receipt* | Outcome: Incomplete"
113,15946,113,6,"Start position: (69.3, 22.9), End Position: (64.1, 32.1) | Time: 00:02:10.128 | Phase: From Throw In | Event: Pass"
114,15946,114,6,"Start position: (64.1, 32.1) | Time: 00:02:10.779 | Phase: From Throw In | Event: Ball Receipt*"
115,15946,115,6,"Start position: (64.8, 31.1), End Position: (37.6, 6.3) | Time: 00:02:10.779 | Phase: From Throw In | Event: Pass | Outcome: Incomplete"
116,15946,116,6,"Start position: (56.6, 19.1) | Time: 00:02:14.285 | Phase: From Throw In | Event: Ball Receipt* | Outcome: Incomplete"
117,15946,117,6,"Start position: (37.7, 6.4), End Position: (13.1, 26.5) | Time: 00:02:14.285 | Phase: From Throw In | Event: Pass"
118,15946,118,6,"Start position: (13.1, 26.5) | Time: 00:02:17.086 | Phase: From Throw In | Event: Ball Receipt*"
119,15946,119,6,"Start position: (12.7, 28.6), End Position: (24.9, 39.7) | Time: 00:02:17.086 | Phase: From Throw In | Event: Pass"
120,15946,120,6,"Start position: (24.9, 39.7) | Time: 00:02:18.733 | Phase: From Throw In | Event: Ball Receipt*"
121,15946,121,6,"Start position: (24.9, 39.7), End Position: (31.1, 39.9) | Time: 00:02:18.733 | Phase: From Throw In | Event: Carry"
122,15946,122,6,"Start position: (31.1, 39.9), End Position: (42.0, 27.3) | Time: 00:02:20.166 | Phase: From Throw In | Event: Pass"
123,15946,123,6,"Start position: (42.0, 27.3) | Time: 00:02:21.953 | Phase: From Throw In | Event: Ball Receipt*"
124,15946,124,6,"Start position: (42.0, 27.3), End Position: (50.3, 27.1) | Time: 00:02:21.953 | Phase: From Throw In | Event: Carry"
125,15946,125,6,"Start position: (50.3, 27.1), End Position: (111.5, 52.9) | Time: 00:02:24.528 | Phase: From Throw In | Event: Pass"
126,15946,126,6,"Start position: (111.5, 52.9) | Time: 00:02:27.601 | Phase: From Throw In | Event: Ball Receipt*"
127,15946,127,6,"Start position: (111.5, 52.9), End Position: (120.0, 34.1) | Time: 00:02:29.477 | Phase: From Throw In | Event: Shot"
128,15946,128,6,"Start position: (116.4, 45.5) | Time: 00:02:30.553 | Phase: From Throw In | Event: Goal Keeper | Type: Shot Faced"
129,15946,129,7,"Start position: (113.0, 35.9), End Position: (39.7, 0.0) | Time: 00:02:56.953 | Phase: From Goal Kick | Event: Pass | Outcome: Out"
130,15946,130,8,"Start position: (40.1, 0.1), End Position: (39.8, 6.6) | Time: 00:03:08.784 | Phase: From Throw In | Event: Pass"
131,15946,131,8,"Start position: (39.8, 6.6) | Time: 00:03:09.385 | Phase: From Throw In | Event: Ball Receipt*"
132,15946,132,8,"Start position: (38.8, 13.6), End Position: (49.0, 65.2) | Time: 00:03:10.173 | Phase: From Throw In | Event: Pass"
133,15946,133,8,"Start position: (49.0, 65.2) | Time: 00:03:12.994 | Phase: From Throw In | Event: Ball Receipt*"
134,15946,134,8,"Start position: (49.0, 65.2), End Position: (54.6, 64.1) | Time: 00:03:12.994 | Phase: From Throw In | Event: Carry"
135,15946,135,8,"Start position: (54.6, 64.1), End Position: (53.5, 53.6) | Time: 00:03:15.026 | Phase: From Throw In | Event: Pass"
136,15946,136,8,"Start position: (53.5, 53.6) | Time: 00:03:15.898 | Phase: From Throw In | Event: Ball Receipt*"
137,15946,137,8,"Start position: (53.5, 53.6), End Position: (52.9, 52.1) | Time: 00:03:15.898 | Phase: From Throw In | Event: Carry"
138,15946,138,8,"Start position: (52.9, 52.1), End Position: (55.7, 52.6) | Time: 00:03:16.708 | Phase: From Throw In | Event: Pass | Outcome: Incomplete"
139,15946,139,8,"Start position: (63.6, 52.8) | Time: 00:03:16.945 | Phase: From Throw In | Event: Ball Receipt* | Outcome: Incomplete"
140,15946,140,8,"Start position: (54.0, 37.4) | Time: 00:03:18.266 | Phase: From Throw In | Event: Ball Recovery"
141,15946,141,8,"Start position: (54.0, 37.4), End Position: (51.2, 41.9) | Time: 00:03:18.266 | Phase: From Throw In | Event: Carry"
142,15946,142,8,"Start position: (51.2, 41.9), End Position: (48.8, 51.9) | Time: 00:03:21.585 | Phase: From Throw In | Event: Pass"
143,15946,143,8,"Start position: (48.8, 51.9) | Time: 00:03:22.865 | Phase: From Throw In | Event: Ball Receipt*"
144,15946,144,8,"Start position: (48.8, 51.9), End Position: (50.1, 51.3) | Time: 00:03:22.865 | Phase: From Throw In | Event: Carry"
145,15946,145,8,"Start position: (50.1, 51.3), End Position: (48.2, 25.8) | Time: 00:03:23.896 | Phase: From Throw In | Event: Pass"
146,15946,146,8,"Start position: (48.2, 25.8) | Time: 00:03:26.291 | Phase: From Throw In | Event: Ball Receipt*"
147,15946,147,8,"Start position: (48.2, 25.8), End Position: (52.5, 21.5) | Time: 00:03:26.291 | Phase: From Throw In | Event: Carry"
148,15946,148,8,"Start position: (52.5, 21.5), End Position: (71.5, 3.4) | Time: 00:03:27.920 | Phase: From Throw In | Event: Pass"
149,15946,149,8,"Start position: (71.5, 3.4) | Time: 00:03:29.427 | Phase: From Throw In | Event: Ball Receipt*"
150,15946,150,8,"Start position: (71.5, 3.4), End Position: (72.4, 4.0) | Time: 00:03:29.427 | Phase: From Throw In | Event: Carry"
151,15946,151,8,"Start position: (72.4, 4.0), End Position: (75.8, 10.4) | Time: 00:03:30.384 | Phase: From Throw In | Event: Pass"
152,15946,152,8,"Start position: (75.8, 10.4) | Time: 00:03:30.988 | Phase: From Throw In | Event: Ball Receipt*"
153,15946,153,8,"Start position: (76.2, 10.8), End Position: (72.6, 6.4) | Time: 00:03:30.988 | Phase: From Throw In | Event: Pass"
154,15946,154,8,"Start position: (72.6, 6.4) | Time: 00:03:31.689 | Phase: From Throw In | Event: Ball Receipt*"
155,15946,155,8,"Start position: (72.6, 6.4), End Position: (73.0, 7.4) | Time: 00:03:31.689 | Phase: From Throw In | Event: Carry"
156,15946,156,8,"Start position: (73.0, 7.4), End Position: (68.5, 13.6) | Time: 00:03:31.729 | Phase: From Throw In | Event: Pass"
157,15946,157,8,"Start position: (68.5, 13.6) | Time: 00:03:32.601 | Phase: From Throw In | Event: Ball Receipt*"
158,15946,158,8,"Start position: (68.5, 13.6), End Position: (67.0, 19.0) | Time: 00:03:32.601 | Phase: From Throw In | Event: Carry"
159,15946,159,8,"Start position: (67.0, 19.0), End Position: (57.2, 42.9) | Time: 00:03:35.014 | Phase: From Throw In | Event: Pass"
160,15946,160,8,"Start position: (57.2, 42.9) | Time: 00:03:36.662 | Phase: From Throw In | Event: Ball Receipt*"
161,15946,161,8,"Start position: (57.2, 42.9), End Position: (65.9, 50.6) | Time: 00:03:36.662 | Phase: From Throw In | Event: Carry"
162,15946,162,8,"Start position: (65.9, 50.6), End Position: (103.8, 4.2) | Time: 00:03:39.693 | Phase: From Throw In | Event: Pass"
163,15946,163,8,"Start position: (103.8, 4.2) | Time: 00:03:42.677 | Phase: From Throw In | Event: Ball Receipt*"
164,15946,164,8,"Start position: (103.8, 4.2), End Position: (104.2, 8.9) | Time: 00:03:42.677 | Phase: From Throw In | Event: Carry"
165,15946,165,8,"Start position: (104.2, 8.9), End Position: (103.8, 19.2) | Time: 00:03:45.262 | Phase: From Throw In | Event: Pass"
166,15946,166,8,"Start position: (103.8, 19.2) | Time: 00:03:45.946 | Phase: From Throw In | Event: Ball Receipt*"
167,15946,167,8,"Start position: (103.8, 19.2), End Position: (116.2, 17.7) | Time: 00:03:45.946 | Phase: From Throw In | Event: Carry"
168,15946,168,8,"Start position: (116.2, 17.7), End Position: (111.3, 54.5) | Time: 00:03:49.324 | Phase: From Throw In | Event: Pass"
169,15946,169,8,"Start position: (111.3, 54.5) | Time: 00:03:51.656 | Phase: From Throw In | Event: Ball Receipt*"
170,15946,170,8,"Start position: (111.2, 54.4) | Time: 00:03:51.656 | Phase: From Throw In | Event: Duel | Type: Aerial Lost"
171,15946,171,8,"Start position: (111.3, 54.5), End Position: (100.0, 71.6) | Time: 00:03:51.656 | Phase: From Throw In | Event: Pass"
172,15946,172,8,"Start position: (100.0, 71.6) | Time: 00:03:54.279 | Phase: From Throw In | Event: Ball Receipt*"
173,15946,173,8,"Start position: (100.0, 71.6), End Position: (94.8, 70.9) | Time: 00:03:54.279 | Phase: From Throw In | Event: Carry"
174,15946,174,8,"Start position: (94.8, 70.9), End Position: (92.0, 65.0) | Time: 00:03:56.049 | Phase: From Throw In | Event: Pass"
175,15946,175,8,"Start position: (92.0, 65.0) | Time: 00:03:56.869 | Phase: From Throw In | Event: Ball Receipt*"
176,15946,176,8,"Start position: (92.0, 65.0), End Position: (89.0, 64.7) | Time: 00:03:56.869 | Phase: From Throw In | Event: Carry"
177,15946,177,8,"Start position: (89.0, 64.7), End Position: (84.3, 60.7) | Time: 00:03:58.261 | Phase: From Throw In | Event: Pass"
178,15946,178,8,"Start position: (84.3, 60.7) | Time: 00:03:58.965 | Phase: From Throw In | Event: Ball Receipt*"
179,15946,179,8,"Start position: (84.3, 60.7), End Position: (80.7, 63.9) | Time: 00:03:58.965 | Phase: From Throw In | Event: Pass"
180,15946,180,8,"Start position: (80.7, 63.9) | Time: 00:03:59.868 | Phase: From Throw In | Event: Ball Receipt*"
181,15946,181,8,"Start position: (80.7, 63.9), End Position: (79.6, 63.7) | Time: 00:03:59.868 | Phase: From Throw In | Event: Carry"
182,15946,182,8,"Start position: (79.6, 63.7) | Time: 00:04:00.142 | Phase: From Throw In | Event: Miscontrol"
183,15946,183,9,"Start position: (80.2, 61.4), End Position: (73.5, 58.7) | Time: 00:04:00.805 | Phase: From Counter | Event: Pass"
184,15946,184,9,"Start position: (73.5, 58.7) | Time: 00:04:02.105 | Phase: From Counter | Event: Ball Receipt*"
185,15946,185,9,"Start position: (73.5, 58.7), End Position: (73.5, 58.7) | Time: 00:04:02.105 | Phase: From Counter | Event: Carry"
186,15946,186,9,"Start position: (73.5, 58.7), End Position: (67.3, 67.4) | Time: 00:04:02.230 | Phase: From Counter | Event: Pass"
187,15946,187,9,"Start position: (67.3, 67.4) | Time: 00:04:03.543 | Phase: From Counter | Event: Ball Receipt*"
188,15946,188,9,"Start position: (67.3, 67.4), End Position: (16.6, 66.4) | Time: 00:04:03.543 | Phase: From Counter | Event: Carry"
189,15946,189,9,"Start position: (16.6, 66.4), End Position: (6.2, 39.4) | Time: 00:04:09.014 | Phase: From Counter | Event: Pass | Outcome: Incomplete"
190,15946,190,9,"Start position: (6.8, 34.1) | Time: 00:04:10.261 | Phase: Regular Play | Event: Ball Receipt* | Outcome: Incomplete"
191,15946,191,10,"Start position: (6.3, 39.5) | Time: 00:04:10.261 | Phase: From Keeper | Event: Goal Keeper | Type: Keeper Sweeper"
192,15946,192,10,"Start position: (8.4, 39.5), End Position: (29.8, 23.0) | Time: 00:04:12.401 | Phase: From Keeper | Event: Pass"
193,15946,193,10,"Start position: (29.8, 23.0) | Time: 00:04:14.504 | Phase: From Keeper | Event: Ball Receipt*"
194,15946,194,10,"Start position: (52.3, 11.9), End Position: (61.2, 7.4) | Time: 00:04:17.699 | Phase: From Keeper | Event: Pass"
195,15946,195,10,"Start position: (61.2, 7.4) | Time: 00:04:18.883 | Phase: From Keeper | Event: Ball Receipt*"
196,15946,196,10,"Start position: (61.2, 7.4), End Position: (76.4, 11.1) | Time: 00:04:18.883 | Phase: From Keeper | Event: Carry"
197,15946,197,10,"Start position: (76.4, 11.1), End Position: (67.9, 21.1) | Time: 00:04:23.743 | Phase: From Keeper | Event: Pass"
198,15946,198,10,"Start position: (67.9, 21.1) | Time: 00:04:25.231 | Phase: From Keeper | Event: Ball Receipt*"
199,15946,199,10,"Start position: (67.9, 21.1), End Position: (69.8, 19.8) | Time: 00:04:25.231 | Phase: From Keeper | Event: Carry"
200,15946,200,10,"Start position: (69.8, 19.8), End Position: (83.1, 7.6) | Time: 00:04:26.338 | Phase: From Keeper | Event: Pass"
201,15946,201,10,"Start position: (83.1, 7.6) | Time: 00:04:27.782 | Phase: From Keeper | Event: Ball Receipt*"
202,15946,202,10,"Start position: (83.1, 7.6), End Position: (97.4, 13.6) | Time: 00:04:27.782 | Phase: From Keeper | Event: Carry"
203,15946,203,10,"Start position: (97.4, 13.6), End Position: (92.9, 26.0) | Time: 00:04:31.354 | Phase: From Keeper | Event: Pass"
204,15946,204,10,"Start position: (92.9, 26.0) | Time: 00:04:32.470 | Phase: From Keeper | Event: Ball Receipt*"
205,15946,205,10,"Start position: (92.9, 26.0), End Position: (92.9, 26.0) | Time: 00:04:32.470 | Phase: From Keeper | Event: Carry"
